Agent Name,Agent Address,Agent City,FY 20 Net Sales
EZ MART CONVENIENCE,329 MAPLE STREET,MARLBORO,"$948,379.00"
MARLBORO GULF EXPRESS,114 EAST MAIN ST,MARLBORO,"$970,875.75"
FUNKY MURPHYS,31-35 MAIN STREET,MARLBORO,"$1,067,559.50"
RTE 20 CONVENIENCE,2 BOSTON POST ROAD,MARLBORO,"$1,192,251.00"
LAKESIDE SHELL,413 LAKESIDE AVE,MARLBORO,"$1,229,618.75"
MARLBORO SUNOCO,146 MAPLE ST,MARLBORO,"$1,236,472.75"
WESTSIDE CONVENIENCE,505 BOSTON POST RD,MARLBORO,"$1,243,513.25"
POST RD PANTRY,27 BOSTON POST RD E,MARLBORO,"$1,447,053.00"
HONEY FARMS 3814,168 PLEASANT ST,MARLBORO,"$1,633,847.00"
MARLBORO MARKET,1 E MAIN ST,MARLBORO,"$2,016,626.75"
NEW CAPITAL FARM CONV,554 BOSTON POST RD,MARLBORO,"$2,121,358.50"
THE LITTLE STORE,547 BOSTON POST RD,MARLBORO,"$2,792,290.00"
7-ELEVEN 15451-E,92 BROAD ST,MARLBORO,"$3,249,699.75"
UPAMA'S,87 CHESTNUT ST,MARLBORO,"$3,462,448.75"
MARSHFIELD HILLS GENERAL STORE,165 PROSPECT ST,MARSHFIELD,"$41,884.00"
CEDAR VIEW FILLING STATION,430 CARESWELL ST,MARSHFIELD,"$43,289.00"
MARSHFIELD BLANCHARDS,700 PLAIN ST,MARSHFIELD,"$49,976.50"
MARSHFIELD VFW,655 MAIN ST,MARSHFIELD,"$105,805.00"
MARSHFIELD LIQUORS,1852 OCEAN STREET,MARSHFIELD,"$119,087.75"
MARSHFIELD YACHT CLUB,11 RIDGE WAY,MARSHFIELD,"$182,342.00"
THE MARSH,1840 OCEAN ST,MARSHFIELD,"$195,935.00"
MARSHFIELD LIQUORS,1852 OCEAN STREET,MARSHFIELD,"$270,020.00"
MARSHFIELD ELKS#2494,1321 OCEAN ST,MARSHFIELD,"$310,810.00"
GREEN HARBOR GENERAL,40 MARGINAL ST,MARSHFIELD,"$345,344.25"
ROADHOUSE,1140 OCEAN ST,MARSHFIELD,"$389,177.50"
ROCHE BROS #118,605 PLAIN STREET,MARSHFIELD,"$404,028.00"
A L PRIME ENERGY,2170 OCEAN ST,MARSHFIELD,"$418,881.00"
MAMMA MIAS OF MARSHFIELD,93 CARESWELL ST,MARSHFIELD,"$455,599.00"
MING DYNASTY,752 PLAIN STREET,MARSHFIELD,"$503,063.00"
POLCARI'S BRIDGWAYE INN,1265 FERRY ST,MARSHFIELD,"$552,870.00"
STAR MKT 2594,1 SNOW ROAD,MARSHFIELD,"$718,273.50"
RAFFERTY'S PUB,10 SNOW RD,MARSHFIELD,"$723,831.75"
NORTH RIVER BEVERAGE,5 SEA ST,MARSHFIELD,"$777,427.75"
OCEAN BLUFF AUTOMOTIVE,969 OCEAN STREET,MARSHFIELD,"$788,216.00"
SPEEDWAY #2470,2139 OCEAN ST,MARSHFIELD,"$898,295.75"
MIA REGAZZA OF MARSHFIELD,1 PROPRIETORS DRIVE UNIT 1,MARSHFIELD,"$1,027,652.50"
VENUS II,277 OCEAN ST,MARSHFIELD,"$1,082,290.25"
RICKY'S MARKET,1804 OCEAN STREET,MARSHFIELD,"$1,150,629.50"
OCEAN BLUFF PACKET,555 OCEAN ST,MARSHFIELD,"$2,017,544.25"
7-ELEVEN 37405,774 PLAIN ST,MARSHFIELD,"$2,077,823.25"
JACKANSONS,1919-1921 OCEAN ST,MARSHFIELD,"$2,304,075.25"
REXHAME GENERAL,1187 OCEAN ST,MARSHFIELD,"$2,605,779.75"
HUBBARD'S CUPBOARD,29 MAIN STREET,MARSHFIELD,"$2,851,089.00"
COTUIT LIQUORS,3858 FALMOUTH RD,MARSTONS MILLS,"$393,667.00"
VILLAGE MINI MART,135 ROUTE 149,MARSTONS MILLS,"$641,115.50"
STOP & SHOP #066,3900 FALMOUTH ROAD,MARSTONS MILLS,"$999,555.50"
MARSTONS MILLS CASH MARKET,105  ROUTE 149,MARSTONS MILLS,"$1,303,513.25"
QUICK STOP,3821 FALMOUTH RD,MARSTONS MILLS,"$1,528,618.00"
SOUTH CAPE WINE & SPIRITS,19 COMMERCIAL ST     C1,MASHPEE,"$155,765.25"
LIBERTY LIQUORS,6 NORTH MARKET ST,MASHPEE,"$204,238.50"
ALLTOWN #2730,548 FALMOUTH RD,MASHPEE,"$480,043.00"
BEST BUY BEVERAGE,16 ECHO RD,MASHPEE,"$577,397.50"
ROCHE BROS #117,11 COMMERCIAL ST,MASHPEE,"$770,856.25"
STOP & SHOP #087,39 NATHAN ELLIS HWY,MASHPEE,"$876,583.25"
MASHPEE MINI MART,401 NATHAN ELLIS HWY,MASHPEE,"$1,138,251.75"
THE BARN,22 FALMOUTH RD,MASHPEE,"$1,150,773.50"
MASHPEE SHELL,135 MAIN STREET RTE 130,MASHPEE,"$1,186,544.25"
MASHPEE MART,44 FALMOUTH ROAD,MASHPEE,"$1,353,885.25"
MASHPEE COUNTRY STORE,387 MAIN ST,MASHPEE,"$1,489,011.75"
COMMONS CONVENIENCE,414 NATHAN ELLIS HIGHWAY,MASHPEE,"$1,648,044.25"
ANDY'S MARKET,425 NATHAN ELLIS HWY,MASHPEE,"$1,750,049.75"
DINO'S SPORTS BAR,401 NATHAN ELLIS HWY,MASHPEE,"$2,095,276.50"
A & P CONVENIENCE STORE,1622 BLUE HILL AVENUE,MATTAPAN,"$64,608.50"
AMERICA'S FOOD BASKET,920-926 CUMMINS HIGHWAY,MATTAPAN,"$88,745.75"
APOLLOS MARKET,918 MORTON ST,MATTAPAN,"$136,346.00"
TEJADA FAMILY MARKET,1435 BLUE HILL AVE,MATTAPAN,"$146,071.00"
MORTON WINE & LIQUORS,890 MORTON ST,MATTAPAN,"$155,254.00"
TEJADA FAMILY MARKET,1435 BLUE HILL AVE,MATTAPAN,"$177,878.50"
MASUD FOOD SHOP,1643 BLUE HILL AVE,MATTAPAN,"$289,984.00"
CAMILO LIQUORS III,7 EDGEWATER DR,MATTAPAN,"$420,313.75"
BUDGET LIQUORS,69 RIVER ST,MATTAPAN,"$430,520.75"
PRIMO  SUPER MARKET,1349 BLUE HILL AVENUE,MATTAPAN,"$471,947.75"
AGUASVIVAS MARKET,926 MORTON ST,MATTAPAN,"$472,133.75"
MATTAPAN MOBIL MART,1181 BLUE HILL AVE,MATTAPAN,"$479,350.25"
FERNANDEZ LIQUOR II,1216 BLUE HILL AVE,MATTAPAN,"$503,308.25"
BLUE HILL MARKET,1366 BLUE HILL AVENUE,MATTAPAN,"$508,753.50"
SUPER ORTIZ GROCERY,1300 BLUE HILL AVE,MATTAPAN,"$588,158.00"
SHAWS 604,4 RIVER ST,MATTAPAN,"$591,511.00"
MORTON MARKET,761 MORTON STREET,MATTAPAN,"$611,458.75"
SAM'S MARKET,500 RIVER STREET,MATTAPAN,"$623,380.75"
HAPPY LIQUORS,1633 BLUE HILL AVE,MATTAPAN,"$664,947.25"
MASUD FOOD SHOP,1643 BLUE HILL AVE,MATTAPAN,"$729,548.25"
FAMILY FOOD SHOP,609 WALK HILL STREET,MATTAPAN,"$754,728.50"
APOLLOS MARKET,918 MORTON ST,MATTAPAN,"$861,870.50"
LILY'S MARKET,1286 BLUE HILL AVE,MATTAPAN,"$867,758.75"
MAMA SUPERMARKET,1178 BLUE HILL AVENUE,MATTAPAN,"$1,506,168.75"
CUMMINS HWY SUNOCO,627 CUMMINS HWY,MATTAPAN,"$1,779,894.75"
WAVE EXPRESS,841 MORTON ST,MATTAPAN,"$2,198,291.25"
SUNNY'S CIGAR STORE,1635 BLUE HILL AVE,MATTAPAN,"$4,325,557.75"
RIVER ST PREMIER PETROL,82 RIVER ST,MATTAPAN,"$4,352,088.75"
PETRO PLUS SUPERSTATION,682 CUMMINS HWY,MATTAPAN,"$4,409,359.75"
RESERVATION GOLF CLUB,10 RESERVATION RD,MATTAPOISETT,"$196,147.75"
VILLAGE PACKAGE STORE,4 COUNTY RD,MATTAPOISETT,"$255,781.00"
MATTAPOISETT SERVICE CENTER,37 COUNTY RD,MATTAPOISETT,"$293,007.00"
THE STOWAWAY,35 COUNTY ROAD,MATTAPOISETT,"$375,564.25"
7-ELEVEN,51 COUNTY RD,MATTAPOISETT,"$1,140,124.50"
MATTAPOISETT FOOD,60 FAIRHAVEN RD,MATTAPOISETT,"$1,661,405.75"
SPIRITS OF MAYNARD,4 DIGITAL WAY SUITE 3,MAYNARD,"$6,290.00"
PLEASANT CAFE,36 MAIN ST,MAYNARD,"$20,574.00"
MAYNARD ELKS 1568,34 POWDERMILL RD,MAYNARD,"$90,235.00"
MARKET BASKET #87,6 DIGITAL WAY,MAYNARD,"$159,818.25"
MAIN STREET LIQUORS,48 MAIN STREET,MAYNARD,"$161,566.25"
7-ELEVEN 37360,5 WALTHAM ST,MAYNARD,"$448,881.25"
7-ELEVEN 37360J,5 WALTHAM ST,MAYNARD,"$581,281.75"
CUMBERLAND #6671,54 ACTON ST,MAYNARD,"$585,601.25"
CHINA RUBY RESTAURANT,42 NASON STREET,MAYNARD,"$720,485.75"
MAYNARD CORNER STORE,49 WALNUT STREET,MAYNARD,"$886,605.50"
BUDS VARIETY,180 MAIN STREET,MAYNARD,"$1,042,471.25"
RUSSELLS CONVENIENCE STORE,193 MAIN STREET,MAYNARD,"$1,321,569.50"
BULLARD'S MARKET & PACKAGE,1 GREEN ST,MEDFIELD,"$209,162.25"
SHAWS 1414,230 MAIN ST,MEDFIELD,"$286,002.00"
CUMBERLAND #0214,560 MAIN STREET,MEDFIELD,"$792,562.75"
MEDFIELD COMMONS,270 MAIN ST,MEDFIELD,"$835,211.75"
NORTH STREET MARKET,24 NORTH ST,MEDFIELD,"$1,482,927.75"
OASIS BRAZILIAN RESTAURANT,373 MAIN STREET,MEDFORD,"$2,945.00"
MEDFORD SONS OF ITALY,42 ALFRED STREET,MEDFORD,"$9,479.50"
MEDFORD LIQUOR MART,18 HIGH STREET,MEDFORD,"$13,037.50"
RT 28 SMOKE SHOP,133 4TH STREET,MEDFORD,"$14,229.00"
7-ELEVEN 40077,69 FELLSWAY WEST,MEDFORD,"$24,923.00"
HILLSIDE WINE & SPIRITS,323 A BOSTON AVENUE,MEDFORD,"$57,504.50"
ASIA PALACE,442 SALEM ST,MEDFORD,"$81,161.50"
VIDEO ITALIANO,468 MAIN ST,MEDFORD,"$84,174.00"
SUNNY CORNER VARIETY,218 SALEM ST,MEDFORD,"$96,117.25"
CITY CHECK CASHING,209 MYSTIC AVE,MEDFORD,"$98,564.00"
KAPPY'S LIQUORS,10 REVERE BEACH PKWY,MEDFORD,"$103,578.75"
MEDFORD LODGE OF ELKS #915,19 WASHINGTON ST,MEDFORD,"$129,199.25"
VFW POST #1012,114 MYSTIC AVE,MEDFORD,"$134,218.00"
FRED'S AUTO SERVICE,385 MYSTIC AVE,MEDFORD,"$144,549.50"
DEES CONVENIENCE,308 SALEM STREET,MEDFORD,"$145,958.75"
BJ'S WHOLESALE #1,278 MIDDLESEX AVE,MEDFORD,"$179,953.00"
MEDFORD LIQUOR & MARKET,18 HIGH STREET,MEDFORD,"$221,264.25"
7-ELEVEN 37372,133 MAIN ST,MEDFORD,"$230,255.50"
SAV-MOR LIQUORS,2153 MYSTIC VALLEY,MEDFORD,"$260,880.75"
WEST MEDFORD SPA,439 HIGH ST,MEDFORD,"$271,456.25"
DEES CONVENIENCE,308 SALEM STREET,MEDFORD,"$317,891.00"
MAIN ST LIQUORS,395 MAIN ST,MEDFORD,"$366,881.00"
TONY'S CONVENIENCE STORE,416 SALEM ST,MEDFORD,"$404,683.50"
MEDFORD SUNOCO,470 RIVERSIDE AVE,MEDFORD,"$421,147.75"
ALEXANDER'S STORE,277 MAIN ST,MEDFORD,"$447,865.00"
MCSHEFFREY'S  MOBIL,978 HIGHLAND AVE,MEDFORD,"$521,676.50"
P'S VARIETY,106 CENTRAL AVENUE,MEDFORD,"$553,244.50"
TONY'S CONVENIENCE STORE,416 SALEM ST,MEDFORD,"$559,364.75"
BARGAIN SPOT LIQUOR,440 HIGH ST,MEDFORD,"$604,518.00"
MR C'S TRUCK STOP,403 -407 MYSTIC AVE,MEDFORD,"$608,909.75"
WEGMANS #134,3850 MYSTIC VALLEY PKY,MEDFORD,"$692,771.00"
MOBIL ON THE RUN,1 MYSTIC AVE,MEDFORD,"$702,897.50"
CONVENIENCE PLUS,8 SALEM ST,MEDFORD,"$776,269.00"
CAMPUS MINI MART,356 BOSTON AVE,MEDFORD,"$885,210.75"
MEDFORD CONVENIENCE,376 MAIN STREET,MEDFORD,"$939,523.50"
RICHDALE,178 MAIN STREET,MEDFORD,"$1,026,132.75"
SUNNY CORNER VARIETY,218 SALEM ST,MEDFORD,"$1,050,525.25"
7-ELEVEN 37372,133 MAIN ST,MEDFORD,"$1,097,790.50"
WEST MEDFORD SPA,439 HIGH ST,MEDFORD,"$1,170,098.00"
TUFTS VARIETY STORE,285 BOSTON AVE,MEDFORD,"$1,287,211.50"
MOBIL,273 MIDDLESEX AVE,MEDFORD,"$1,357,207.50"
ROSEMARY MARKET,565 MAIN ST,MEDFORD,"$1,427,886.75"
SHOP N GO MEDFORD,374 SALEM ST,MEDFORD,"$1,689,742.75"
STOP & SHOP #433,760 FELLSWAY,MEDFORD,"$1,811,700.50"
MEDFORD SQ SMOKE SHOP,37 RIVERSIDE RD,MEDFORD,"$1,886,899.75"
PEOPLE'S FOOD MART,492 FULTON STREET,MEDFORD,"$2,117,316.75"
BOYLES FAMILY MARKET,199 MYSTIC AVE,MEDFORD,"$2,397,953.75"
SPRING STREET SUPERETTE,88 SPRING ST,MEDFORD,"$2,813,205.00"
MAIN STREET VARIETY,335 MAIN ST,MEDFORD,"$2,965,825.00"
N K CONVENIENCE,566 HIGH ST,MEDFORD,"$3,094,965.25"
DAILY MART,267 SPRING ST,MEDFORD,"$4,363,155.25"
KRISTINAS MARKET,502 RIVERSIDE AVE,MEDFORD,"$5,103,202.75"
MEDWAY SMOKE SHOP,100 MAIN STREET,MEDWAY,"$110,567.00"
KEYSTONE LIQUORS,88 MAIN ST,MEDWAY,"$114,156.00"
MEDWAY MOBIL,107 MAIN STREET,MEDWAY,"$130,019.00"
PJ'S SMOKE N GRILL,112 B MAIN STREET,MEDWAY,"$167,202.00"
LIQUOR WORLD,67 MAIN STREET,MEDWAY,"$181,266.75"
KEYSTONE LIQUORS,88 MAIN ST,MEDWAY,"$182,267.75"
WEST MEDWAY LIQUORS,175 MAIN ST,MEDWAY,"$256,719.75"
NWG AUTOMOTIVE REPAIR,71 MAIN STREET,MEDWAY,"$272,953.00"
MEDWAY VFW POST #1526,123 HOLLISTON ST,MEDWAY,"$278,198.25"
MAIN ST SHELL,86 MAIN ST,MEDWAY,"$369,900.25"
MAIN ST. SHELL,86 MAIN ST,MEDWAY,"$435,521.50"
MEDWAY CAFE,74 MAIN ST,MEDWAY,"$470,147.50"
STAR MKT 1430,61 MAIN STREET,MEDWAY,"$522,514.00"
MEDWAY MART,141 VILLAGE ST,MEDWAY,"$825,062.75"
CUMBERLAND #6740,38 SUMMER ST,MEDWAY,"$857,311.75"
HANG TAI TOO,75 MAIN ST,MEDWAY,"$936,771.75"
ONE STOP CONVENIENCE,76 HOLLISTON ST,MEDWAY,"$1,925,620.00"
VILLAGE VARIETY,446 MAIN ST,MELROSE,"$33,792.00"
WEST WYOMING MARKET,49 WEST WYOMING AVE,MELROSE,"$536,372.00"
NOURIA #4041,860 MAIN ST,MELROSE,"$772,901.00"
SHAWS 3507,34 ESSEX ST,MELROSE,"$938,950.00"
COMMON MARKET,301 EAST FOSTER ST,MELROSE,"$1,071,354.25"
TOWER PLAZA VARIETY,894 MAIN ST,MELROSE,"$1,145,779.25"
BOBS MARKET,163 WEST WYOMING AVENUE,MELROSE,"$1,256,630.50"
MELROSE MOBIL,386 MAIN ST,MELROSE,"$1,501,632.50"
RICHDALE,54 W WYOMING ST,MELROSE,"$1,515,902.00"
GARNISS MARKET,165 W EMERSON ST,MELROSE,"$1,585,192.75"
FRANKLIN MARKET,463 FRANKLIN ST,MELROSE,"$1,957,939.25"
LIQUOR WORLD,1A CAPE ROAD,MENDON,"$79,522.50"
GREENHOUSE WOOD FIRED PUB,3 CAPE RD,MENDON,"$85,775.00"
END ZONE SPORTS PUB,39 MILFORD ST,MENDON,"$131,136.50"
LOWELL'S RESTAURANT,75 CAPE RD,MENDON,"$188,338.00"
MENDON WINE & SPIRITS,32 HASTINGS ST  8,MENDON,"$392,743.00"
GASCO FUEL,25 CAPE RD,MENDON,"$482,327.75"
NEW ENGLAND STEAK & SEAFOOD,11 UXBRIDGE RD,MENDON,"$600,492.50"
DB MART 3,1 MILFORD ST,MENDON,"$727,820.50"
IMPERIAL GAS,1 MILLVILLE ROAD,MENDON,"$774,560.00"
SUNNY FARMS,1 CAPE RD,MENDON,"$2,196,944.50"
MERRIMAC LIQUORS,123 E MAIN ST,MERRIMAC,"$431,266.00"
NEW OLD OAK,74 E MAIN ST,MERRIMAC,"$548,862.00"
TOWNE MARKET,14 MERRIMAC SQUARE,MERRIMAC,"$576,524.50"
RICHDALE,ONE MERRIMAC SQUARE,MERRIMAC,"$2,399,564.00"
GLEN FOREST TAVERN,3 HAVERHILL ST,METHUEN,$278.00
SONRISA MARKET,75 BROADWAY,METHUEN,"$2,014.00"
L J MARKET,135 LOWELL ST,METHUEN,"$13,039.00"
SONS OF ITALY LODGE 902,459 MERRIMACK STREET,METHUEN,"$14,399.00"
COMBINATION IMPROVEMENT CLUB,20 COMBINATION ST,METHUEN,"$15,300.00"
THE MAIL ANNEX,290 BROADWAY,METHUEN,"$37,157.25"
VFW POST 8349,26 RIVER ST,METHUEN,"$49,279.00"
METHUEN KNIGHTS,462 BROADWAY,METHUEN,"$81,731.00"
GEORGE'S BAKERY,26 SPRUCE ST,METHUEN,"$83,834.00"
LIBAN D'OR,45 HAMPSHIRE STREET,METHUEN,"$123,013.50"
RJ'S SPORTS BAR AND GRILL,1111 RIVERSIDE DRIVE,METHUEN,"$138,506.00"
SARGENT IMPROVEMENT CLUB,143 MERRIMACK ST,METHUEN,"$166,252.00"
L J MARKET,135 LOWELL ST,METHUEN,"$205,244.25"
CHINA BUFFET,436 BROADWAY,METHUEN,"$209,937.50"
CHUCK'S VALLEY TAVERN,1 ALBERMARLE STREET,METHUEN,"$224,515.00"
METHUEN EXXON,687 PROSPECT ST,METHUEN,"$328,279.25"
BROWNIE'S PUB,111 HAMPSTEAD ST,METHUEN,"$391,159.50"
CAROLINA CONVENIENCE STR,462 PROSPECT STREET,METHUEN,"$409,335.50"
7-ELEVEN 40098,119 MERRIMACK ST,METHUEN,"$488,500.25"
A & B PACKAGE STORE,161 PELHAM ST,METHUEN,"$488,932.50"
METHUEN SHELL & TIRE,138 HAVERHILL ST.,METHUEN,"$506,709.75"
BADA BOOM SPORTS LOUNGE,32 HAMPSHIRE ST,METHUEN,"$508,708.00"
HAFFNER'S,96 PLEASANT VALLEY,METHUEN,"$534,808.00"
MARKET BASKET #18,70 PLEASANT VALLEY,METHUEN,"$552,493.00"
MUDDY WATERS PUB,940 RIVERSIDE DRIVE,METHUEN,"$562,576.50"
OSCAR LIQUORS,441 PROSPECT STREET,METHUEN,"$584,737.50"
VALLEY LIQUORS,291 D MERRIMACK ST,METHUEN,"$628,685.00"
MARKET BASKET #10,186 HAVERHILL ST,METHUEN,"$645,489.25"
METHUEN PACKAGE STORE,462 LOWELL ST,METHUEN,"$658,123.00"
POLANCO MARKET,51 CENTER ST,METHUEN,"$675,316.00"
MERIMACK PLAZA MOBIL,214 HAVERHILL ST,METHUEN,"$1,018,158.75"
STOP QUICK MARKET,12 HAVERHILL ST,METHUEN,"$1,123,389.50"
THE IRISH COTTAGE RESTAURANT,17 BRANCH STREET,METHUEN,"$1,195,072.50"
ROSTRON'S PACKAGE STORE,471 BROADWAY,METHUEN,"$1,247,879.75"
METHUEN SUNOCO,150 PELHAM ST,METHUEN,"$1,390,879.00"
GALLOWAYS STORE,176 PELHAM ST,METHUEN,"$1,464,328.00"
S & M LIQUORS,47 BROADWAY,METHUEN,"$1,491,985.00"
PLAZA LIQUORS,182 HAVERHILL ST,METHUEN,"$1,552,162.75"
RAE ROCK'S BAR & GRILL,159 PELHAM STREET,METHUEN,"$1,605,816.00"
CIRCLE K #7512,181 PELHAM ST,METHUEN,"$1,610,304.75"
STOP QUICK MARKET,12 HAVERHILL ST,METHUEN,"$1,616,348.50"
6/11 VARIETY,466 LOWELL STREET,METHUEN,"$1,859,750.50"
METHUEN LIQUORS,50 LAWRENCE ST,METHUEN,"$2,044,061.25"
WHITE EAGLE PANTRY,319 MERRIMACK ST,METHUEN,"$2,457,927.75"
METHUEN MARKET,49 JACKSON ST,METHUEN,"$2,534,832.25"
RUSTY LANTERN MARKET,5 AYERS VILLAGE ROAD,METHUEN,"$2,808,594.75"
NEIGHBORHOOD CONVENIENCE,7-9 CROSS ST,METHUEN,"$3,484,513.75"
VANA MART,163 SWAN ST,METHUEN,"$3,752,263.75"
HOWE ST SUPERETTE,163 HOWE ST,METHUEN,"$4,260,561.50"
PICA'S PUB & GRILL,10 AYERS VILLAGE RD,METHUEN,"$4,524,450.75"
PLEASANT VALLEY,298 MERRIMACK ST,METHUEN,"$4,559,322.75"
QUICK STOP II,155 LOWELL ST,METHUEN,"$4,632,811.50"
ROUTE 110 CONVENIENCE,196 EAST ST,METHUEN,"$5,174,391.75"
ROUTE 97 HOUSE OF PIZZA,11 AYERS VILLAGE RD,METHUEN,"$6,183,679.25"
TED'S STATELINE MOBIL,551 BROADWAY ST,METHUEN,"$22,967,545.00"
ALL VETERANS CANTEEN,12 STATION ST,MIDDLEBORO,"$95,236.50"
BUDDYS PIZZA PUB,547 WEST GROVE STREET,MIDDLEBORO,"$104,306.00"
HIDEAWAY REST,9 STATION ST,MIDDLEBORO,"$117,076.75"
FIRESIDE GRILL,30 BEDFORD ST,MIDDLEBORO,"$149,732.50"
LORENZO'S ITALIAN RESTAURANT,500 WEST GROVE STREET,MIDDLEBORO,"$171,695.50"
RONS GEKO,407 WAREHAM STREET,MIDDLEBORO,"$213,302.75"
MIDDLEBOROUGH MART,414 WEST GROVE ST,MIDDLEBORO,"$215,657.25"
K & K SMOKE SHOP,217 CENTER STREET,MIDDLEBORO,"$227,565.50"
STONEY'S PUB & PIZZA,456 W GROVE ST,MIDDLEBORO,"$235,890.50"
MIDDLEBORO ELKS 1274,24 HIGH ST,MIDDLEBORO,"$239,830.00"
ROYAL CAFE,160 CENTRE AVE,MIDDLEBORO,"$240,909.00"
TIKI BUDDHA,10 MERCHANTS WAY,MIDDLEBORO,"$294,433.00"
SMOKE DEPOT & VAPE,282 WEST GROVE STREET,MIDDLEBORO,"$329,025.00"
MITCHELL MEMORIAL CLUB,29 ELM STREET,MIDDLEBORO,"$383,901.75"
HANNAFORD #8005,8 MERCHANTS  WAY,MIDDLEBORO,"$417,295.25"
HARRY'S BAR & GRILLE,407 W GROVE ST,MIDDLEBORO,"$425,844.25"
BOSTON TAVERN,58 EAST GROVE ST,MIDDLEBORO,"$452,834.00"
SEVEN STAR LIQUORS,3 EAST GROVE UNIT A,MIDDLEBORO,"$466,065.00"
JAMIE'S FINE WINE & SPIRITS II,10 MERCHANTS WAY,MIDDLEBORO,"$540,046.75"
MIDDLEBORO DISCOUNT LIQUORS,422 W GROVE STREET,MIDDLEBORO,"$642,872.50"
FISHERS PUB,360 WAREHAM ST,MIDDLEBORO,"$700,868.00"
CUMBERLAND #6739,150 SO MAIN ST,MIDDLEBORO,"$956,730.00"
TRUCCHI'S MARKET #6,438 WEST GROVE ST,MIDDLEBORO,"$967,853.25"
FREITAS LIQUOR,167 CENTER STREET,MIDDLEBORO,"$997,613.25"
SUNOCO MART,157 SOUTH MAIN STREET,MIDDLEBORO,"$1,009,289.25"
CAPEWAY CONVENIENCE,578 WAREHAM ST,MIDDLEBORO,"$1,015,280.25"
SHELL MART,63 BEDFORD STREET,MIDDLEBORO,"$1,017,404.00"
NOURIA #4101,447 WAREHAM ST,MIDDLEBORO,"$1,105,586.00"
LUCKY MINI MART,26 HIGH ST,MIDDLEBORO,"$1,108,652.00"
CUMBERLAND #6744,90 EAST  GROVE ST,MIDDLEBORO,"$1,110,152.25"
THE CONVENIENCE STORE,414 WEST GROVE ST,MIDDLEBORO,"$1,262,614.25"
CIRCLE K #7519,47 HARDING ST,MIDDLEBORO,"$1,298,369.75"
A & A PETRO,381 WEST GROVE ST,MIDDLEBORO,"$1,330,572.75"
KURTS CORNER,353 WAREHAM STREET,MIDDLEBORO,"$1,472,372.50"
VILLAGE MARKET,208 WAREHAM STREET,MIDDLEBORO,"$1,913,601.75"
STOP N SAVE,158 CENTER ST,MIDDLEBORO,"$2,856,875.00"
MIDDLETON BEER & WINE,251 SO MAIN  STREET UNIT A,MIDDLETON,"$75,072.50"
MIKES DISCOUNT LIQUORS,21 S MAIN ST,MIDDLETON,"$77,562.50"
AMER LEGION POST #227,69 RIVER STREET,MIDDLETON,"$232,976.50"
DAVE'S CONV LIQUORS,170 N MAIN ST,MIDDLETON,"$328,279.50"
MARKET BASKET #45,230 S MAIN ST,MIDDLETON,"$687,261.25"
HOWES STATION MARKET,229 MAPLE STREET,MIDDLETON,"$736,916.50"
CHINA VILLA,239 MAPLE ST,MIDDLETON,"$759,622.00"
CUMBERLAND #6708,4 SOUTH MAIN ST,MIDDLETON,"$862,593.25"
US GAS,223 MAPLE ST,MIDDLETON,"$1,708,691.25"
RICHDALE,29 S MAIN ST,MIDDLETON,"$1,914,244.75"
FAST FREDDIES MOBIL,265 S MAIN ST,MIDDLETON,"$2,260,158.00"
RICHDALE CONVENIENCE,152 S MAIN ST,MIDDLETON,"$3,794,633.00"
JP BEER & WINE,134 SOUTH MAIN STREET,MILFORD,$202.00
TURTLE TAVERN,72 MAIN ST,MILFORD,$539.00
JOHNNY JACKS RESTAURANT,220 MAIN ST,MILFORD,"$6,779.50"
CENTRAL TAVERN,31 CENTRAL ST,MILFORD,"$7,685.00"
CENTRAL GAS  & MARKET,186 CENTRAL ST,MILFORD,"$19,861.00"
JP BEER & WINE,134 S MAIN STREET,MILFORD,"$24,634.25"
HICKEY'S PACKAGE STORE,396 E MAIN ST-UNIT 7C,MILFORD,"$26,630.50"
NOURIA #4100,139 MEDWAY ROAD,MILFORD,"$37,722.00"
TOKYO JAPANESE STEAKHOUSE,121 DEPOT STREET,MILFORD,"$67,975.50"
GENES VARIETY,80 WATER STREET,MILFORD,"$138,618.50"
ARCOS MARKET,34 MAIN ST,MILFORD,"$148,566.75"
QUICK SHOP,124 EAST MAIN ST,MILFORD,"$168,000.75"
PURCHASE STREET MARKET,89 PURCHASE STREET,MILFORD,"$236,240.75"
ITAL AMER VETS POST 40,4 HAYWARD FIELD,MILFORD,"$251,806.75"
MILFORD PACKAGE STORE,270 MAIN ST,MILFORD,"$284,533.75"
BISON BURGER,67 MEDWAY RD,MILFORD,"$297,915.50"
CENTRAL TRAVEL,64 CENTRAL STREET,MILFORD,"$306,678.00"
AROMA BRAZIL,2 BEACH ST,MILFORD,"$346,376.50"
SOUTH SIDE BAR AND GRILL,146 SOUTH MAIN STREET,MILFORD,"$349,909.50"
PEPPERONCINI'S,201 E MAIN ST,MILFORD,"$351,102.00"
THE TRADESMEN,284 WEST STREET,MILFORD,"$421,523.75"
SAM'S ENERGY,267 MAIN ST,MILFORD,"$459,291.00"
WEST STREET LIQUORS,61 WEST STREET,MILFORD,"$465,950.50"
LIQUOR WORLD,9 MEDWAY ROAD,MILFORD,"$485,763.75"
ROUTE 85 MOBIL,134 CEDAR ST,MILFORD,"$563,493.25"
